话题链接,楼主ID,话题内容,楼主昵称,楼主性别,是否认证,认证类型,是否认证金v,发博数量,关注人数,粉丝数,微博等级,发布日期,发布时间,转发量,评论量,点赞量
https://m.weibo.cn/detail/4808840330349555,1913751121,#杭州亚运会# 太好看了 每一个都想买 ,请叫我萝卜因为这个名字比较酷,f,false,-1,0,261,490,490,40,2022/09/01,10:45:41,0,0,2
https://m.weibo.cn/detail/4808848508456209,3205295640,#这些蹭亚运会热点的行为不可以#【卖甜点蹭亚运会热点 衣服上画亚运会会徽拿来卖？不可以】近日，杭州亚组委法律事务部“亚运知产保护，期待你的笔底春风”主题漫画及漫画脚本征集胜出作品发布：作品名称《小手一摇，大事不妙》，作者奚彧婷。网页链接（来源 2022年第19届亚运会组委会）#浙里亚运##杭州亚运会#,中新浙里,f,true,3,50,58345,613,26.7万,45,2022/09/01,11:18:11,0,0,1
https://m.weibo.cn/detail/4808863948478209,3205295640,【#全国体操锦标赛将于9月4日开赛# #奥运冠军齐聚杭州#】“韵味杭州”2022年工行杯全国体操锦标赛将于9月4日迎来第一个正式比赛日。在接下来的6天时间里，包括国家体操队在内的全国21支队伍、224名运动员将在杭州亮相。奥运会吊环冠军@刘洋Lyoung 、奥运会男子双杠冠军@邹敬园 、奥运会男子个人全能亚军@肖若腾vegeta 、奥运会吊环亚军@尤浩why 等将悉数参赛。（钱晨菲 来源：浙江省黄龙体育中心）#浙里亚运##杭州亚运会##这些蹭亚运会热点的行为不可以##奥运冠军#,中新浙里,f,true,3,50,58345,613,26.7万,45,2022/09/01,12:19:32,1,1,3
https://m.weibo.cn/detail/4809224763474439,2286092114,【#空港大道高架路具备通车条件#】@中国蓝新闻 记者了解到，沪杭甬高速公路杭州市区段改建工程全线高架和地面道路（除高新八路至红十五线段地面道路外）全部完成交工质量鉴定和交工验收，具备通车条件。目前，项目正在加快剩余地面道路收尾施工。沪杭甬高速公路杭州市区段（彭埠互通）改建工程是#杭州亚运会#交通重点保障项目，也是杭州城区东部入城主通道。项目北起乔司枢纽，南至红垦枢纽，全线长约23.6公里，于2019年7月启动全线抬升改建，改建后上层为高架道路，中层为双线快轨，下层为地面道路，项目建成后对于优化城市空间格局、提升杭州重要交通枢纽功能、增强杭州都市区互联互通等都具有重要意义。目前，项目全线道路已正式定名为空港大道（高架路），其中上层高架部分为空港高架路，下层地面道路为空港大道。,中国蓝新闻,m,true,3,0,45668,2954,487.6万,35,2022/09/02,12:13:16,2,5,27
https://m.weibo.cn/detail/4811461039755017,1801893085,亚运UP•南京站 #亚运会##杭州亚运会# 南京·南京眼步行桥 ,读书姑娘agirlinreading,f,false,220,0,6989,431,12.4万,19,2022/09/08,16:19:27,0,2,4
https://m.weibo.cn/detail/4811838640361572,7412613696,如果不推迟该有多好……#亚运会##杭州亚运会# ,人畜无害的韭菜,m,false,-1,0,566,129,7,0,2022/09/09,17:19:54,0,0,2
https://m.weibo.cn/detail/4812213639973001,1036713140,【#夕阳与飞机的完美邂逅# 】 网友@CN-ZSHC 拍摄到#杭州亚运会# 涂装的飞机降落#萧山国际机场# 夕阳与飞机的完美邂逅，#遇见美好杭州#  CN-ZSHC的微博视频 ,杭州网,f,true,3,50,182568,506,200.4万,48,2022/09/10,18:10:01,0,0,0
https://m.weibo.cn/detail/4812239431017099,6293929223,#杭州亚运会# 要不因为亚奥理事会那帮人作妖，今天就开幕了 ,chiji2333,m,false,-1,0,25,256,53,0,2022/09/10,19:52:30,0,1,0
https://m.weibo.cn/detail/4813353849456780,6471155349,与我无关，做好自己，明天开始倒计时100天#考研##北京体育大学##2024巴黎奥运会##杭州亚运会# 2023-杭州 ,小天才的奇幻日记,m,false,-1,0,197,169,23,4,2022/09/13,21:40:48,0,1,1
https://m.weibo.cn/detail/4813695023055569,6401155960,打卡西兴大桥🌉，却等了一个不是很理想的日出😂，朦朦胧胧中确实还是有着不一样的感觉#杭州 #西兴大桥 #诗画江南活力浙江 #钱塘江  #杭州亚运会#遇见美好杭州 Pony的影像视界的微博视频 ,Pony的影像视界,m,false,-1,0,212,219,64,4,2022/09/14,20:16:29,1,0,2
https://m.weibo.cn/detail/4814264660132449,5794345581,亚运延期，更加精彩金秋时节，亚运相伴杭州亚运会官方供应商#navigare意大利小帆船# 打卡杭州亚运会体验馆，把亚运带回家快来一起尽享自由和乐趣亚运福利来袭：关注@navigare意大利小帆船 ，转发评论本条微博，说出你最期待的亚运赛事，截止2022年9月19日中午12:00，我们将随机抽取3位幸运儿送出亚运会帆船纪念徽章让我们一起共期盛会，尽享自由和乐趣#亚运会# #杭州亚运会延期举行# #杭州亚运会# 运动 navigare意大利小帆船的微博视频 抽奖详情,navigare意大利小帆船,m,true,2,50,1673,75,20.9万,4,2022/09/16,10:00:01,8,11,5
https://m.weibo.cn/detail/4814625469634523,5794345581,金秋时节，亚运相伴杭州亚运会体验馆大家都去了吗？运动迷们一定要去逛一逛哦将经典海洋休闲融合运动机能，塑造舒适的自由时尚感快来和navigare一起乘上亚运列车，一起穿“悦”每时每刻#亚运会# #navigare意大利小帆船# #杭州亚运会# #沉浸式打卡亚运场馆# ,navigare意大利小帆船,m,true,2,50,1673,75,20.9万,4,2022/09/17,09:53:46,0,2,0
https://m.weibo.cn/detail/4814636564611363,2577039065,这是一种最安静，最纯情的语言！全省公安机关服务残障特殊人群工作研讨交流活动在杭举行#杭州亚运会##无声的语言# 浙江公安的微博视频 ,浙江公安,m,true,1,0,73685,477,194.4万,48,2022/09/17,10:37:50,142,25,33
https://m.weibo.cn/detail/4814670524843069,2131330840,//@绍兴公安:这是一种最安静，最纯情的语言！全省公安机关服务残障特殊人群工作研讨交流活动在杭举行#杭州亚运会#,上虞公安,m,true,1,0,63813,602,13.2万,41,2022/09/17,12:52:47,0,0,0
https://m.weibo.cn/detail/4814669606555999,2695499562,这是一种最安静，最纯情的语言！全省公安机关服务残障特殊人群工作研讨交流活动在杭举行#杭州亚运会#,绍兴公安,m,true,1,0,57968,476,51.8万,41,2022/09/17,12:49:09,18,5,2
https://m.weibo.cn/detail/4814673151527334,2660776961,#杭州亚运会##无声的语言#,金华平安江南,m,true,1,0,47197,987,6667,39,2022/09/17,13:03:13,0,0,0
https://m.weibo.cn/detail/4814693170676588,2139893427,这是一种最安静，最纯情的语言！全省公安机关服务残障特殊人群工作研讨交流活动在杭举行#杭州亚运会#,绍兴越城公安,f,true,1,0,94487,473,1.1万,36,2022/09/17,14:22:46,0,7,4
https://m.weibo.cn/detail/4814690545572189,2659524503,//@平安湖州:这是一种最安静，最纯情的语言！全省公安机关服务残障特殊人群工作研讨交流活动在杭举行#杭州亚运会#,南太湖卫士,m,true,1,0,41631,69,2183,28,2022/09/17,14:12:21,0,0,0
https://m.weibo.cn/detail/4814690015779829,2653929083,这是一种最安静，最纯情的语言！全省公安机关服务残障特殊人群工作研讨交流活动在杭举行#杭州亚运会#,武义公安,m,true,1,0,47545,300,4万,41,2022/09/17,14:10:15,0,0,0
https://m.weibo.cn/detail/4814689634619468,1935265547,这是一种最安静，最纯情的语言！全省公安机关服务残障特殊人群工作研讨交流活动在杭举行#杭州亚运会#,平安湖州,m,true,1,0,98981,672,74.7万,43,2022/09/17,14:08:44,6,7,6
https://m.weibo.cn/detail/4814688469387734,2478590801,//@绍兴公安: 这是一种最安静，最纯情的语言！全省公安机关服务残障特殊人群工作研讨交流活动在杭举行#杭州亚运会#,嵊州警方,m,true,1,0,42563,172,10.8万,25,2022/09/17,14:04:05,0,0,0
https://m.weibo.cn/detail/4814687642846453,2671670131,//@绍兴公安: 这是一种最安静，最纯情的语言！全省公安机关服务残障特殊人群工作研讨交流活动在杭举行#杭州亚运会#,平安诸暨,f,true,1,0,80794,195,1.6万,38,2022/09/17,14:00:48,0,0,0
https://m.weibo.cn/detail/4814687461709655,2662012523,#杭州亚运会#,浦江公安,m,true,1,0,40670,863,1.8万,36,2022/09/17,14:00:06,0,0,0
https://m.weibo.cn/detail/4814716264778419,1576098961,//@绍兴公安: 这是一种最安静，最纯情的语言！全省公安机关服务残障特殊人群工作研讨交流活动在杭举行#杭州亚运会#,新昌公安,m,true,1,0,51009,435,4.7万,29,2022/09/17,15:54:33,12,0,12
https://m.weibo.cn/detail/4814707679300176,2215670460,//@平安湖州:这是一种最安静，最纯情的语言！全省公安机关服务残障特殊人群工作研讨交流活动在杭举行#杭州亚运会#,吴兴公安,f,true,1,0,44879,188,4086,38,2022/09/17,15:20:26,0,0,0
https://m.weibo.cn/detail/4814729115075939,5770488099,//@绍兴公安:这是一种最安静，最纯情的语言！全省公安机关服务残障特殊人群工作研讨交流活动在杭举行#杭州亚运会#,文字胡闹,f,false,-1,0,2960,78,34,9,2022/09/17,16:45:37,0,0,0
https://m.weibo.cn/detail/4814729103283965,5770488099,//@新昌公安://@绍兴公安: 这是一种最安静，最纯情的语言！全省公安机关服务残障特殊人群工作研讨交流活动在杭举行#杭州亚运会#,文字胡闹,f,false,-1,0,2960,78,34,9,2022/09/17,16:45:34,0,0,0
